DP_1TF_30m_sess9: L_S_B	DP_1TF_30m_sess9: POI_Switch	DP_1TF_30m_sess9: NATR	DP_1TF_30m_sess9: Fract	DP_1TF_30m_sess9: Filter1_Switch	DP_1TF_30m_sess9: Filter1_N1	DP_1TF_30m_sess9: Filter1_N2	DP_1TF_30m_sess9: Tsegment	All: Robustness Index	All: Perfect Profit Correlation	All: Pessimistic Return On Capital	All: Expectancy Score	All: TS Index	All: Return on Account	All: Required Account Size	All: Max Contracts Held	All: ProfitFactor	All: Max Intraday Drawdown	All: Avg Bars in Loser	All: Avg Bars in Winner	All: Max Consecutive Losers	All: Max Consecutive Winners	All: Avg Trade	All: Win/Loss Ratio	All: Avg Losing Trade	All: Avg Winning Trade	All: Max Losing Trade	All: Max Winning Trade	All: Losing Trades	All: Winning Trades	All: % Profitable	All: Total Trades	All: Gross Loss	All: Gross Profit	All: Net Profit	Test
1	5	55	2.85	21	1	7	1	74.3306026	8907.3840515	0.0787280	7.1336548	91.5892256	315.8249158	2970.0000000	1	2.0996483	-2970.0000000	11	10	5	5	180.3846154	1.5928366	-387.7272644	617.5861816	-900.0000000	1950.0000000	22	29	55.7692308	52	-8530.0000000	17910.0000000	9380.0000000	9539
3	5	10	2.55	22	10	3	3	-43.9545292	3439.9085765	0.0290877	1.4376001	24.2247191	220.2247191	1780.0000000	1	2.1951220	-1780.0000000	7	9	3	6	206.3157895	1.5964524	-410.0000000	654.5454712	-1470.0000000	2390.0000000	8	11	57.8947368	19	-3280.0000000	7200.0000000	3920.0000000	9538
1	7	15	2.55	2	11	3	0	504.5104990	1034.4853650	0.0169952	0.6870022	10.7222222	63.0718954	3060.0000000	1	1.3747573	-3060.0000000	7	7	2	4	66.5517241	0.9704169	-429.1666565	416.4705811	-1550.0000000	1150.0000000	12	17	58.6206897	29	-5150.0000000	7080.0000000	1930.0000000	9537
1	2	55	1.20	10	10	11	2	21.8962707	8599.6505384	0.0778276	9.8325035	173.1081081	494.5945946	1850.0000000	1	2.1945170	-1850.0000000	6	6	4	9	145.2380952	1.6929131	-283.7037048	480.2857056	-1120.0000000	1630.0000000	27	35	55.5555556	63	-7660.0000000	16810.0000000	9150.0000000	9535
1	3	15	2.10	18	8	18	0	-132.6999316	5471.2245534	0.0545035	3.9746049	77.0000000	163.8297872	3760.0000000	1	1.3994812	-3760.0000000	6	8	3	5	69.2134831	1.1910478	-385.5000000	459.1489258	-1670.0000000	2010.0000000	40	47	52.8089888	89	-15420.0000000	21580.0000000	6160.0000000	9533
1	7	20	1.50	9	17	13	1	232.6107642	-1351.0665709	-0.0131083	-1.7094918	-4.1507538	-59.2964824	3980.0000000	1	0.5452794	-3980.0000000	10	10	2	3	-181.5384615	0.4673823	-865.0000000	404.2857056	-1490.0000000	1380.0000000	6	7	53.8461538	13	-5190.0000000	2830.0000000	-2360.0000000	9532
2	7	45	0.90	13	8	15	2	276.4842105	-356.9776617	0.0060962	-0.3453995	5.4607509	34.1296928	2930.0000000	1	1.1466276	-2930.0000000	6	7	8	3	28.5714286	1.3616203	-358.9473572	488.7500000	-1670.0000000	1330.0000000	19	16	45.7142857	35	-6820.0000000	7820.0000000	1000.0000000	9524
1	4	10	1.35	17	13	7	1	69.6872616	3423.8774383	0.0400166	2.2115511	36.7382550	108.0536913	4470.0000000	1	1.2846199	-4470.0000000	11	11	5	5	70.0000000	1.2846199	-499.1176453	641.1764526	-1750.0000000	1850.0000000	34	34	49.2753623	69	-16970.0000000	21800.0000000	4830.0000000	9520
3	3	60	1.35	36	14	5	0	13152.4458204	22.7820954	0.0030906	-1.6124014	2.1106613	2.2941970	7410.0000000	1	1.0038769	-7410.0000000	9	9	5	6	0.9444444	0.9384066	-509.8837280	478.4782715	-1680.0000000	2410.0000000	86	92	51.1111111	180	-43850.0000000	44020.0000000	170.0000000	9515
2	6	10	1.65	7	18	3	3	-135.6221323	460.3463035	0.0019038	-0.3892944	1.7567568	87.8378378	740.0000000	1	2.3000000	-740.0000000	2	7	1	1	162.5000000	2.3000000	-250.0000000	575.0000000	-260.0000000	850.0000000	2	2	50.0000000	4	-500.0000000	1150.0000000	650.0000000	9514
1	1	45	1.35	39	7	17	2	50.8264762	6294.8707011	0.0605477	5.0420455	119.7969925	254.8872180	2660.0000000	1	1.4764582	-2660.0000000	6	6	6	7	78.8372093	1.1623181	-384.5946045	447.0212708	-1680.0000000	1530.0000000	37	47	54.6511628	86	-14230.0000000	21010.0000000	6780.0000000	9508
1	4	55	2.85	34	2	1	2	77.2380718	8197.7360880	0.0752519	7.1247332	137.4180602	286.2876254	2990.0000000	1	1.5875086	-2990.0000000	7	7	7	7	96.1797753	1.3229238	-364.2500000	481.8750000	-2060.0000000	1530.0000000	40	48	53.9325843	89	-14570.0000000	23130.0000000	8560.0000000	9507
2	2	25	2.25	15	7	14	2	220.3859649	-519.4755221	-0.0079467	-2.1499668	-2.2727273	-75.7575758	1320.0000000	1	0.5454545	-1320.0000000	6	6	2	1	-111.1111111	1.0909091	-366.6666565	400.0000000	-1000.0000000	920.0000000	6	3	33.3333333	9	-2200.0000000	1200.0000000	-1000.0000000	9505
2	6	5	2.10	12	1	17	1	-18.8448845	-2869.3046199	-0.0279617	-2.9868162	-3.5911111	-89.7777778	4500.0000000	1	0.2377358	-4500.0000000	10	9	3	3	-336.6666667	0.4754717	-662.5000000	315.0000000	-1950.0000000	930.0000000	8	4	33.3333333	12	-5300.0000000	1260.0000000	-4040.0000000	9504
1	4	25	0.90	5	4	5	0	124.6329872	3555.7159329	0.0480340	4.4496905	38.9707865	134.3820225	4450.0000000	1	1.5506446	-4450.0000000	9	9	8	5	96.4516129	1.6575856	-350.3225708	580.6896362	-980.0000000	1780.0000000	31	29	46.7741935	62	-10860.0000000	16840.0000000	5980.0000000	9502
3	1	25	2.10	27	2	14	2	93.0789907	5295.0561266	0.0543770	3.6675352	92.0505495	133.4065934	4550.0000000	1	1.2249815	-4550.0000000	6	7	7	6	44.3065693	1.1539680	-415.0769348	478.9855042	-1680.0000000	1930.0000000	65	69	50.3649635	137	-26980.0000000	33050.0000000	6070.0000000	9499
1	3	5	0.75	14	19	14	1	180.9418860	10525.0153123	0.1142317	8.1558624	151.5365239	322.4181360	3970.0000000	1	1.8809360	-3970.0000000	11	11	5	8	162.0253165	1.2406174	-468.7096863	581.4893799	-1420.0000000	2460.0000000	31	47	59.4936709	79	-14530.0000000	27330.0000000	12800.0000000	9498
2	5	60	3.00	22	3	17	0	0.0000000	-2437.7963602	-0.0151000	-1.8248175	-0.8917197	-89.1719745	3140.0000000	1	0.0728477	-3140.0000000	10	10	3	1	-560.0000000	0.2913907	-755.0000000	220.0000000	-1470.0000000	220.0000000	4	1	20.0000000	5	-3020.0000000	220.0000000	-2800.0000000	9497
1	8	60	2.40	24	12	8	3	37.5364641	3599.5986826	0.0332932	2.3472163	19.1714286	174.2857143	2450.0000000	1	2.7941176	-2450.0000000	8	9	1	4	266.8750000	1.2700535	-476.0000000	604.5454712	-1540.0000000	1400.0000000	5	11	68.7500000	16	-2380.0000000	6650.0000000	4270.0000000	9496
1	6	45	1.50	8	6	19	0	164.0413331	5330.6258326	0.0533231	4.1937007	93.7821012	240.4669261	2570.0000000	1	1.4951923	-2570.0000000	8	7	4	5	82.4000000	1.3035010	-367.0588379	478.4615479	-1170.0000000	2020.0000000	34	39	52.0000000	75	-12480.0000000	18660.0000000	6180.0000000	9490
2	2	20	2.40	17	14	4	0	22.2612086	-1494.9520688	-0.0165926	-2.1187776	-2.5548387	-63.8709677	3100.0000000	1	0.5667396	-3100.0000000	8	11	4	2	-165.0000000	1.1334792	-571.2500000	647.5000000	-1660.0000000	1060.0000000	8	4	33.3333333	12	-4570.0000000	2590.0000000	-1980.0000000	9488
3	5	45	1.50	2	5	19	0	80.5782763	8469.8027031	0.0840278	5.1162272	127.5000000	187.5000000	4880.0000000	1	1.3426966	-4880.0000000	9	8	4	9	73.7903226	1.0860046	-485.4545593	527.2058716	-1690.0000000	2400.0000000	55	68	54.8387097	124	-26700.0000000	35850.0000000	9150.0000000	9484
1	2	25	1.20	17	13	13	0	99.7810471	7612.1047668	0.0920777	6.4602954	137.8857143	241.9047619	4200.0000000	1	1.5175751	-4200.0000000	8	9	8	6	99.6078431	1.1448374	-456.5116272	522.6315918	-1390.0000000	2160.0000000	43	57	55.8823529	102	-19630.0000000	29790.0000000	10160.0000000	9483
2	5	35	2.70	29	9	4	1	451.8257713	-1678.1621047	-0.0225472	-1.9774598	-4.2130751	-70.2179177	4130.0000000	1	0.5966620	-4130.0000000	11	9	3	2	-193.3333333	0.8949930	-798.8889160	715.0000000	-2300.0000000	1140.0000000	9	6	40.0000000	15	-7190.0000000	4290.0000000	-2900.0000000	9482
2	5	45	2.55	22	7	3	3	0.0000000	-597.4572531	-0.0064888	-1.3980080	-0.8342246	-41.7112299	1870.0000000	1	0.6157635	-1870.0000000	7	12	3	2	-130.0000000	1.2315271	-507.5000000	625.0000000	-1470.0000000	840.0000000	4	2	33.3333333	6	-2030.0000000	1250.0000000	-780.0000000	9481
3	2	5	2.55	3	2	16	0	-195.4242163	1997.2918668	0.0211011	0.8062843	25.4512472	55.3287982	4410.0000000	1	1.1331151	-4410.0000000	6	6	8	6	26.8131868	1.1084821	-407.3333435	451.5217285	-2300.0000000	1550.0000000	45	46	50.5494505	91	-18330.0000000	20770.0000000	2440.0000000	9479
2	4	40	1.50	9	3	8	0	77.7481016	-57.5886931	0.0034723	-1.3122105	2.9036918	10.7544141	6230.0000000	1	1.0444003	-6230.0000000	9	9	4	3	11.3559322	1.1991262	-486.7742004	583.7036743	-1500.0000000	2390.0000000	31	27	45.7627119	59	-15090.0000000	15760.0000000	670.0000000	9478
2	1	25	0.75	23	1	10	1	0.0000000	-505.4464406	-0.0027368	-1.3515055	-1.0086957	-50.4347826	1150.0000000	1	0.2750000	-1150.0000000	9	9	3	2	-116.0000000	0.4125000	-266.6666565	110.0000000	-400.0000000	210.0000000	3	2	40.0000000	5	-800.0000000	220.0000000	-580.0000000	9477
1	3	25	2.70	21	13	5	3	56.8488715	6884.9351140	0.0626866	9.6873839	133.8435754	405.5865922	1790.0000000	1	2.8241206	-1790.0000000	3	5	3	7	142.3529412	1.4548500	-234.1176453	340.6060486	-1000.0000000	1170.0000000	17	33	64.7058824	51	-3980.0000000	11240.0000000	7260.0000000	9471
1	1	25	1.50	26	20	11	2	-61.1758404	685.4886717	0.0000000	0.0000000	8.1875000	818.7500000	160.0000000	1	100.0000000	-160.0000000	0	5	0	1	1310.0000000	100.0000000	0.0000000	1310.0000000	0.0000000	1310.0000000	0	1	100.0000000	1	0.0000000	1310.0000000	1310.0000000	9462
2	4	15	1.35	33	3	2	2	-277.0283734	171.0886036	0.0058535	-0.7467047	4.5193133	34.7639485	2330.0000000	1	1.1656442	-2330.0000000	4	4	6	5	31.1538462	1.1656442	-376.1538391	438.4615479	-800.0000000	1550.0000000	13	13	50.0000000	26	-4890.0000000	5700.0000000	810.0000000	9460
2	6	15	0.75	19	7	16	2	345.4325469	264.2811808	0.0033251	-1.3855938	2.7707006	18.4713376	3140.0000000	1	1.0929487	-3140.0000000	6	6	3	3	17.5757576	1.2386751	-367.0588379	454.6666565	-1510.0000000	1930.0000000	17	15	45.4545455	33	-6240.0000000	6820.0000000	580.0000000	9459
1	8	60	2.10	19	19	9	3	65.4993252	1731.7371294	0.0238903	1.5610832	9.6994819	80.8290155	3860.0000000	1	1.8210526	-3860.0000000	9	8	4	4	148.5714286	1.3657895	-422.2222290	576.6666870	-1540.0000000	1400.0000000	9	12	57.1428571	21	-3800.0000000	6920.0000000	3120.0000000	9456
1	2	10	0.75	37	7	5	2	-78.0313943	-1556.5260058	-0.0087181	-1.2841308	-1.5261044	-76.3052209	2490.0000000	1	0.2181070	-2490.0000000	5	4	2	1	-380.0000000	0.3271605	-810.0000000	265.0000000	-1260.0000000	380.0000000	3	2	40.0000000	5	-2430.0000000	530.0000000	-1900.0000000	9452
1	2	45	0.90	3	9	8	0	46.2041784	8759.7284158	0.0905567	6.7086385	95.2181070	206.9958848	4860.0000000	1	1.8035144	-4860.0000000	8	8	7	6	127.3417722	1.1369982	-431.7241516	490.8695679	-1290.0000000	2230.0000000	29	46	58.2278481	79	-12520.0000000	22580.0000000	10060.0000000	9449
1	2	25	0.90	15	2	19	2	-57.4403618	13982.7387542	0.1308308	12.3923284	295.4763636	527.6363636	2750.0000000	1	2.1461295	-2750.0000000	7	7	4	11	159.4505495	1.2646835	-383.6363525	485.1785583	-1630.0000000	1630.0000000	33	56	61.5384615	91	-12660.0000000	27170.0000000	14510.0000000	9447
3	1	60	2.55	29	8	13	2	780.3139428	360.9678755	0.0053563	-0.2276999	3.7100592	33.7278107	3380.0000000	1	1.2252964	-3380.0000000	6	6	5	3	42.2222222	1.7822493	-316.2500000	563.6363525	-970.0000000	1330.0000000	16	11	40.7407407	27	-5060.0000000	6200.0000000	1140.0000000	9446
2	2	25	0.75	5	3	3	1	-8575.0175439	-0.6456175	-0.0004306	-1.9248411	-0.6050955	-1.5923567	6280.0000000	1	0.9946524	-6280.0000000	11	10	4	5	-1.3333333	0.9684774	-505.4053955	489.4736938	-1820.0000000	2530.0000000	37	38	50.6666667	75	-18700.0000000	18600.0000000	-100.0000000	9443
2	6	20	1.80	11	15	7	3	-232.2908721	-68.5243313	0.0037721	-1.6714926	2.0909091	23.2323232	2970.0000000	1	1.1425620	-2970.0000000	6	6	3	3	34.5000000	1.2695133	-484.0000000	614.4444580	-1740.0000000	2790.0000000	10	9	45.0000000	20	-4840.0000000	5530.0000000	690.0000000	9441
1	2	35	2.25	19	2	4	3	-37.2425038	4006.8124464	0.0509923	3.4425785	48.5471698	156.6037736	3710.0000000	1	1.8697605	-3710.0000000	6	5	4	10	116.2000000	1.1459822	-351.5789490	402.9032288	-1540.0000000	2560.0000000	19	31	62.0000000	50	-6680.0000000	12490.0000000	5810.0000000	9438
2	5	60	2.70	11	2	19	3	73.4110084	-1081.1098860	-0.0095277	-1.9809741	-2.4834123	-62.0853081	2110.0000000	1	0.4631148	-2110.0000000	4	10	4	3	-119.0909091	0.8104508	-348.5714417	282.5000000	-1360.0000000	410.0000000	7	4	36.3636364	11	-2440.0000000	1130.0000000	-1310.0000000	9437
2	1	25	2.40	23	15	8	1	0.0000000	-398.4401872	-0.0024017	-1.0948905	-0.7968750	-79.6875000	640.0000000	1	0.3780488	-640.0000000	10	9	1	1	-170.0000000	0.7560976	-410.0000000	310.0000000	-480.0000000	310.0000000	2	1	33.3333333	3	-820.0000000	310.0000000	-510.0000000	9436
2	8	20	2.85	33	1	2	1	0.0000000	-217.0664685	-0.0008787	-1.4598540	-0.0000000	-66.6666667	450.0000000	1	-0.0000000	-450.0000000	10	0	2	0	-150.0000000	-0.0000000	-150.0000000	0.0000000	-270.0000000	0.0000000	2	0	0.0000000	2	-300.0000000	0.0000000	-300.0000000	9435
2	5	20	2.70	17	14	17	1	610.5931495	-5.0785869	-0.0037766	-1.2682129	-0.3684211	-12.2807018	1710.0000000	1	0.9054054	-1710.0000000	9	9	3	1	-26.2500000	1.5090090	-444.0000000	670.0000000	-750.0000000	1140.0000000	5	3	37.5000000	8	-2220.0000000	2010.0000000	-210.0000000	9434
1	8	20	2.40	15	4	2	1	461.9200780	1091.6204041	0.0000000	0.0000000	4.3636364	436.3636364	330.0000000	1	100.0000000	-330.0000000	0	8	0	1	1440.0000000	100.0000000	0.0000000	1440.0000000	0.0000000	1440.0000000	0	1	100.0000000	1	0.0000000	1440.0000000	1440.0000000	9432
2	2	40	2.40	11	11	7	3	88.3063108	2798.7601896	0.0273632	2.4971187	20.8681319	231.8681319	1820.0000000	1	2.7438017	-1820.0000000	6	11	7	3	211.0000000	3.3535353	-220.0000000	737.7777710	-640.0000000	2790.0000000	11	9	45.0000000	20	-2420.0000000	6640.0000000	4220.0000000	9431
2	3	10	3.00	9	8	13	2	-280.9518048	-1193.5418124	-0.0135908	-2.6097949	-4.0000000	-66.6666667	2610.0000000	1	0.5139665	-2610.0000000	6	5	5	3	-102.3529412	0.8566108	-358.0000000	306.6666565	-1040.0000000	660.0000000	10	6	35.2941176	17	-3580.0000000	1840.0000000	-1740.0000000	9429
3	3	60	1.65	7	18	3	0	8.2227669	11311.2516086	0.1106044	7.8596119	122.9433962	341.5094340	3710.0000000	1	2.1742354	-3710.0000000	9	9	3	5	218.4482759	1.3286994	-490.4545593	651.6666870	-1790.0000000	2290.0000000	22	36	62.0689655	58	-10790.0000000	23460.0000000	12670.0000000	9428
1	7	60	2.70	8	14	13	2	21.9562605	4030.1290743	0.0352276	3.0417863	50.9302326	339.5348837	1290.0000000	1	2.5261324	-1290.0000000	5	6	2	6	182.5000000	1.3472706	-358.7500000	483.3333435	-820.0000000	1520.0000000	8	15	62.5000000	24	-2870.0000000	7250.0000000	4380.0000000	9427
3	4	10	2.25	10	7	15	3	3434.5864662	129.3189464	-0.0000302	-1.8618418	4.2352941	8.8235294	2380.0000000	1	1.0175146	-2380.0000000	3	3	8	6	1.9090909	1.2718933	-199.8333282	254.1666718	-970.0000000	1220.0000000	60	48	43.6363636	110	-11990.0000000	12200.0000000	210.0000000	9426
1	5	40	2.10	16	19	19	2	-21.0105789	12852.7607757	0.1208074	10.4824930	292.9113924	563.2911392	2370.0000000	1	2.1538462	-2370.0000000	7	6	5	7	162.8048780	1.1597633	-413.2142944	479.2307739	-1880.0000000	1630.0000000	28	52	63.4146341	82	-11570.0000000	24920.0000000	13350.0000000	9425
3	3	50	2.25	3	6	11	3	62.4750047	3194.5301575	0.0318878	1.9286336	55.2187500	145.3125000	2560.0000000	1	1.3506126	-2560.0000000	4	6	3	4	49.6000000	1.2439853	-303.1428528	377.1052551	-1500.0000000	2140.0000000	35	38	50.6666667	75	-10610.0000000	14330.0000000	3720.0000000	9424
2	2	40	1.95	13	7	7	2	-110.5384150	-872.5985407	-0.0108720	-2.1570739	-2.8210117	-56.4202335	2570.0000000	1	0.5245902	-2570.0000000	6	6	4	3	-111.5384615	0.8393443	-381.2500000	320.0000000	-630.0000000	630.0000000	8	5	38.4615385	13	-3050.0000000	1600.0000000	-1450.0000000	9422
1	8	45	1.50	19	17	10	0	236.6348943	4491.7531771	0.0496742	1.3049457	41.9449541	155.3516820	3270.0000000	1	1.5650723	-3270.0000000	9	8	2	13	127.0000000	0.6955876	-749.1666870	521.1110840	-2050.0000000	2470.0000000	12	27	67.5000000	40	-8990.0000000	14070.0000000	5080.0000000	9421
2	8	20	3.00	27	5	17	1	0.0000000	-592.5037696	-0.0025189	-1.4598540	-0.0000000	-87.7551020	980.0000000	1	-0.0000000	-980.0000000	10	0	2	0	-430.0000000	-0.0000000	-430.0000000	0.0000000	-780.0000000	0.0000000	2	0	0.0000000	2	-860.0000000	0.0000000	-860.0000000	9418
1	2	15	1.80	11	11	1	0	-41.2274368	10834.7245175	0.0860244	0.0000000	207.1028037	1035.5140187	1070.0000000	1	100.0000000	-1070.0000000	0	9	0	20	554.0000000	100.0000000	0.0000000	554.0000000	0.0000000	1860.0000000	0	20	100.0000000	20	0.0000000	11080.0000000	11080.0000000	9414
1	1	60	1.50	15	5	14	1	179.1725338	9846.5896778	0.0927348	6.2752526	112.8757764	331.9875776	3220.0000000	1	1.9493783	-3220.0000000	11	11	3	7	184.3103448	1.3186972	-489.5652161	645.5882568	-1090.0000000	2420.0000000	23	34	58.6206897	58	-11260.0000000	21950.0000000	10690.0000000	9413
2	4	40	0.90	22	7	12	1	-3041.6905901	125.0156492	-0.0018454	-1.4528163	0.7230047	5.1643192	4260.0000000	1	1.0277778	-4260.0000000	10	11	4	5	6.4705882	1.4682540	-396.0000000	581.4285889	-1270.0000000	1750.0000000	20	14	41.1764706	34	-7920.0000000	8140.0000000	220.0000000	9411
1	5	45	0.90	17	7	8	0	161.6985176	10109.2033304	0.1080221	6.5055789	161.7249357	305.1413882	3890.0000000	1	1.6182292	-3890.0000000	9	10	5	8	127.6344086	1.0991746	-533.3333130	586.2264404	-1790.0000000	2470.0000000	36	53	56.9892473	93	-19200.0000000	31070.0000000	11870.0000000	9410
1	5	55	0.75	7	18	9	0	88.8913087	6772.5380849	0.0818638	3.8552737	113.3193277	182.7731092	4760.0000000	1	1.3247480	-4760.0000000	9	10	4	8	80.5555556	0.9615107	-595.3333130	572.4193726	-1750.0000000	2470.0000000	45	62	57.4074074	108	-26790.0000000	35490.0000000	8700.0000000	9409
2	5	25	1.05	37	16	10	3	-81.6964742	682.5243010	0.0058103	-4.7378893	12.6380368	63.1901840	1630.0000000	1	1.2682292	-1630.0000000	1	2	8	4	18.3928571	2.2828126	-106.6666641	243.5000000	-350.0000000	2390.0000000	36	20	35.7142857	56	-3840.0000000	4870.0000000	1030.0000000	9402
2	1	35	0.75	32	2	6	1	133.5672515	-423.1934318	-0.0064236	-1.4285408	-2.2533333	-17.3333333	4500.0000000	1	0.9000000	-4500.0000000	10	10	6	3	-28.8888889	0.9692307	-557.1428833	540.0000000	-1640.0000000	1320.0000000	14	13	48.1481481	27	-7800.0000000	7020.0000000	-780.0000000	9400
3	5	40	1.05	3	1	2	0	228.1193296	6023.8084579	0.0633640	2.9318046	75.6698370	91.1684783	7360.0000000	1	1.1804248	-7360.0000000	9	9	6	6	43.8562092	0.9955390	-531.2857056	528.9156494	-1680.0000000	2470.0000000	70	83	54.2483660	153	-37190.0000000	43900.0000000	6710.0000000	9397
2	6	55	1.35	9	11	1	0	2337.4269006	-27.1263105	-0.0008044	-2.3018290	0.5175202	3.2345013	3710.0000000	1	1.0144928	-3710.0000000	8	9	4	5	3.4285714	1.2047102	-435.7894592	525.0000000	-1740.0000000	2790.0000000	19	16	45.7142857	35	-8280.0000000	8400.0000000	120.0000000	9392
1	7	35	3.00	12	11	1	3	-184.3937277	877.8801351	0.0203584	0.8136037	8.5367793	44.9304175	5030.0000000	1	1.3680782	-5030.0000000	7	6	3	4	68.4848485	0.9360535	-472.3076782	442.1052551	-1540.0000000	1240.0000000	13	19	57.5757576	33	-6140.0000000	8400.0000000	2260.0000000	9391
2	6	35	1.20	9	14	14	1	2871.6959064	10.4682057	0.0001043	-1.2175390	1.5260116	13.8728324	1730.0000000	1	1.0522876	-1730.0000000	10	10	4	3	9.6000000	1.3392751	-327.8571472	439.0909119	-1000.0000000	1290.0000000	14	11	44.0000000	25	-4590.0000000	4830.0000000	240.0000000	9388
2	4	60	2.85	2	8	7	2	1533.1197559	38.7986683	0.0012597	-0.6609301	1.4535316	8.5501859	2690.0000000	1	1.0325779	-2690.0000000	6	6	4	4	6.3888889	1.0933177	-392.2222290	428.8235168	-1000.0000000	920.0000000	18	17	47.2222222	36	-7060.0000000	7290.0000000	230.0000000	9386
1	4	45	0.90	28	17	14	3	140.7871029	188.9049084	0.0041801	-1.1678832	3.0470588	21.7647059	1700.0000000	1	1.1233333	-1700.0000000	5	3	5	8	15.4166667	0.8023809	-300.0000000	240.7142792	-840.0000000	1290.0000000	10	14	58.3333333	24	-3000.0000000	3370.0000000	370.0000000	9384
3	6	60	2.85	9	13	19	0	108.2977715	-9.2818948	0.0018919	-1.4540903	-0.8667643	-5.4172767	6830.0000000	1	0.9591611	-6830.0000000	10	9	5	5	-13.7037037	0.6594233	-823.6363525	543.1250000	-2670.0000000	2790.0000000	11	16	59.2592593	27	-9060.0000000	8690.0000000	-370.0000000	9383
3	6	15	1.35	24	2	1	1	8267.1098800	-96.1926745	-0.0041788	-1.8555186	-1.0949153	-3.2203390	5900.0000000	1	0.9902364	-5900.0000000	10	10	6	6	-2.5333333	1.1649840	-486.5000000	566.7647095	-1250.0000000	2250.0000000	40	34	45.3333333	75	-19460.0000000	19270.0000000	-190.0000000	9382
2	7	5	2.55	3	2	15	0	269.5629984	-95.0021002	-0.0087008	-1.8873721	-3.8544474	-29.6495957	3710.0000000	1	0.8523490	-3710.0000000	6	7	5	5	-40.7407407	0.9179143	-532.1428833	488.4615479	-1060.0000000	1550.0000000	14	13	48.1481481	27	-7450.0000000	6350.0000000	-1100.0000000	9379
2	2	15	0.90	3	7	13	0	-4464.9624060	75.4824029	-0.0012753	-1.7195986	0.7257525	2.3411371	5980.0000000	1	1.0087829	-5980.0000000	8	8	6	5	2.0588235	1.2040312	-430.8108215	518.7096558	-1610.0000000	2140.0000000	37	31	45.5882353	68	-15940.0000000	16080.0000000	140.0000000	9374
1	6	20	2.70	14	2	19	0	93.3230470	5681.1930127	0.0511208	6.6293001	86.1754386	359.0643275	1710.0000000	1	2.7198880	-1710.0000000	6	8	4	16	161.5789474	1.5866013	-255.0000000	404.5833435	-570.0000000	1630.0000000	14	24	63.1578947	38	-3570.0000000	9710.0000000	6140.0000000	9368
1	5	5	2.40	8	19	8	1	125.0699313	9443.3083368	0.0847486	6.7858737	107.5379310	346.8965517	2900.0000000	1	1.9254830	-2900.0000000	11	10	7	6	176.4912281	1.5528090	-434.7999878	675.1613159	-2030.0000000	2120.0000000	25	31	54.3859649	57	-10870.0000000	20930.0000000	10060.0000000	9367
1	2	30	1.50	3	6	7	0	150.6323548	7794.7492637	0.0682231	7.3035785	115.7991632	340.5857741	2390.0000000	1	1.8426501	-2390.0000000	6	7	6	4	123.3333333	1.6800633	-311.6129150	523.5294189	-1900.0000000	2000.0000000	31	34	51.5151515	66	-9660.0000000	17800.0000000	8140.0000000	9366
1	7	45	1.50	9	3	17	2	-547.4376081	-104.0614370	0.0086460	-0.3288215	2.3202614	23.2026144	3060.0000000	1	1.1723301	-3060.0000000	6	6	2	4	44.3750000	0.7033980	-686.6666870	483.0000000	-1280.0000000	1290.0000000	6	10	62.5000000	16	-4120.0000000	4830.0000000	710.0000000	9365
2	5	25	2.70	22	9	14	3	0.0000000	-1130.5020840	-0.0075654	-1.4598540	-0.7500000	-75.0000000	1840.0000000	1	0.2290503	-1840.0000000	8	12	3	1	-345.0000000	0.6871508	-596.6666870	410.0000000	-1470.0000000	410.0000000	3	1	25.0000000	4	-1790.0000000	410.0000000	-1380.0000000	9362
2	7	15	1.65	38	20	9	1	1425.7527540	-240.8275221	-0.0032865	-1.6351553	-2.0000000	-11.1111111	3870.0000000	1	0.9489917	-3870.0000000	10	9	5	6	-11.9444444	0.9489917	-468.3333435	444.4444580	-880.0000000	1610.0000000	18	18	50.0000000	36	-8430.0000000	8000.0000000	-430.0000000	9361
2	5	50	1.35	9	17	15	0	77.5551783	1032.3973043	0.0151461	-0.4614309	13.7602041	47.4489796	3920.0000000	1	1.1503638	-3920.0000000	9	9	8	6	31.5254237	1.1503638	-426.5517273	490.6896667	-1340.0000000	2390.0000000	29	29	49.1525424	59	-12370.0000000	14230.0000000	1860.0000000	9359
1	5	10	1.05	2	16	20	1	237.1125060	2274.5631172	0.0403382	1.1372799	24.3971119	78.7003610	5540.0000000	1	1.3205882	-5540.0000000	11	10	7	10	82.2641509	0.9371917	-618.1818237	579.3548584	-1390.0000000	2470.0000000	22	31	58.4905660	53	-13600.0000000	17960.0000000	4360.0000000	9354
2	3	5	0.75	3	10	12	3	20.7259528	-134.2089237	0.0058465	-0.7198068	5.4205607	27.1028037	2140.0000000	1	1.1139489	-2140.0000000	5	3	3	4	16.1111111	0.8911591	-318.1250000	283.5000000	-760.0000000	1190.0000000	16	20	55.5555556	36	-5090.0000000	5670.0000000	580.0000000	9348
1	6	55	0.60	17	10	10	1	124.2569337	9990.2580529	0.1031154	5.6698831	209.5338645	445.8167331	2510.0000000	1	1.7460000	-2510.0000000	11	10	4	9	151.2162162	0.9658724	-576.9230957	557.2340698	-1940.0000000	2350.0000000	26	47	63.5135135	74	-15000.0000000	26190.0000000	11190.0000000	9345
