DP_1TF_30m_sess9: L_S_B	DP_1TF_30m_sess9: POI_Switch	DP_1TF_30m_sess9: NATR	DP_1TF_30m_sess9: Fract	DP_1TF_30m_sess9: Filter1_Switch	DP_1TF_30m_sess9: Filter1_N1	DP_1TF_30m_sess9: Filter1_N2	DP_1TF_30m_sess9: Tsegment	All: Robustness Index	All: Perfect Profit Correlation	All: Pessimistic Return On Capital	All: Expectancy Score	All: TS Index	All: Return on Account	All: Required Account Size	All: Max Contracts Held	All: ProfitFactor	All: Max Intraday Drawdown	All: Avg Bars in Loser	All: Avg Bars in Winner	All: Max Consecutive Losers	All: Max Consecutive Winners	All: Avg Trade	All: Win/Loss Ratio	All: Avg Losing Trade	All: Avg Winning Trade	All: Max Losing Trade	All: Max Winning Trade	All: Losing Trades	All: Winning Trades	All: % Profitable	All: Total Trades	All: Gross Loss	All: Gross Profit	All: Net Profit	Test
2	1	40	3.00	9	8	2	2	12822.4561404	-1.8170060	-0.0008935	-0.8170146	-0.1463415	-1.8292683	1640.0000000	1	0.9913295	-1640.0000000	6	6	4	3	-1.7647059	1.1152456	-384.4444580	428.7500000	-1000.0000000	780.0000000	9	8	47.0588235	17	-3460.0000000	3430.0000000	-30.0000000	9805
1	2	45	2.10	17	2	2	2	27.7302252	2463.1201729	0.0240689	1.4869856	23.3064516	116.5322581	2480.0000000	1	1.4676375	-2480.0000000	5	5	4	4	78.1081081	1.1741100	-386.2500000	453.5000000	-1990.0000000	1360.0000000	16	20	54.0540541	37	-6180.0000000	9070.0000000	2890.0000000	9802
3	2	10	2.55	5	5	4	1	76.3241437	-828.0830235	-0.0118787	-1.8072326	-3.2435644	-24.9504950	5050.0000000	1	0.8757396	-5050.0000000	10	10	4	4	-43.4482759	1.0778334	-633.7500000	683.0769043	-1920.0000000	1770.0000000	16	13	44.8275862	29	-10140.0000000	8880.0000000	-1260.0000000	9798
1	2	25	2.40	13	2	11	2	-30.3051747	3991.0634907	0.0317333	0.0000000	42.4158416	471.2871287	1010.0000000	1	100.0000000	-1010.0000000	0	6	0	9	528.8888889	100.0000000	0.0000000	528.8889160	0.0000000	1630.0000000	0	9	100.0000000	9	0.0000000	4760.0000000	4760.0000000	9793
2	1	25	0.90	15	7	19	3	-1229.7398669	216.7255517	0.0032022	0.0689092	7.4571429	82.8571429	350.0000000	1	1.5576923	-350.0000000	2	2	1	5	24.1666667	0.5192308	-173.3333282	90.0000000	-300.0000000	260.0000000	3	9	75.0000000	12	-520.0000000	810.0000000	290.0000000	9792
1	6	55	0.60	17	10	19	0	144.1038792	11722.4941896	0.1208702	7.3979665	307.8571429	513.0952381	2520.0000000	1	1.7903423	-2520.0000000	9	8	3	10	140.5434783	0.9250102	-527.7419434	488.1666565	-1940.0000000	2350.0000000	31	60	65.2173913	92	-16360.0000000	29290.0000000	12930.0000000	9791
2	6	60	0.75	19	19	10	1	452.9672006	-78.0242309	-0.0034049	-1.9111387	-0.6906907	-6.9069069	3330.0000000	1	0.9654135	-3330.0000000	11	10	3	5	-10.4545455	1.1584962	-554.1666870	642.0000000	-1520.0000000	2540.0000000	12	10	45.4545455	22	-6650.0000000	6420.0000000	-230.0000000	9790
2	1	30	1.95	23	11	10	1	0.0000000	-1004.2733829	-0.0099745	-1.4598540	-0.8705357	-87.0535714	2240.0000000	1	0.1737288	-2240.0000000	10	9	2	1	-487.5000000	0.5211864	-786.6666870	410.0000000	-1800.0000000	410.0000000	3	1	25.0000000	4	-2360.0000000	410.0000000	-1950.0000000	9786
1	5	20	2.85	31	10	3	0	114.5388287	9884.7671579	0.0921620	10.4786932	133.6791809	371.3310580	2930.0000000	1	2.1574468	-2930.0000000	9	9	7	5	162.3880597	1.7978722	-313.3333435	563.3333130	-900.0000000	2020.0000000	30	36	53.7313433	67	-9400.0000000	20280.0000000	10880.0000000	9784
2	7	40	1.50	19	17	9	2	-24.3669986	-1265.7925814	-0.0113578	-2.8454348	-2.2200000	-74.0000000	2000.0000000	1	0.3508772	-2000.0000000	6	7	4	2	-134.5454545	0.9356725	-285.0000000	266.6666565	-720.0000000	540.0000000	8	3	27.2727273	11	-2280.0000000	800.0000000	-1480.0000000	9782
2	6	60	2.25	15	2	7	1	-1352.3684211	-20.7978363	-0.0075114	-1.8582520	-0.2972136	-4.9535604	3230.0000000	1	0.9708561	-3230.0000000	10	9	4	4	-8.8888889	1.9417122	-457.5000000	888.3333130	-940.0000000	2040.0000000	12	6	33.3333333	18	-5490.0000000	5330.0000000	-160.0000000	9781
1	5	40	1.20	18	7	8	2	50.4379831	5516.7127380	0.0507162	3.2197103	70.4000000	220.0000000	2600.0000000	1	1.5742972	-2600.0000000	5	6	4	5	105.9259259	1.0823293	-452.7272644	490.0000000	-1630.0000000	1800.0000000	22	32	59.2592593	54	-9960.0000000	15680.0000000	5720.0000000	9774
1	3	45	0.75	3	10	12	1	182.6928338	5122.7482731	0.0524895	3.4857490	103.7688442	296.4824121	1990.0000000	1	1.5277281	-1990.0000000	10	10	4	6	96.7213115	1.0912343	-447.2000122	488.0000000	-1090.0000000	1700.0000000	25	35	57.3770492	61	-11180.0000000	17080.0000000	5900.0000000	9773
1	1	55	1.20	36	5	14	1	186.1527835	10630.9192436	0.0989054	8.0190035	126.0451128	286.4661654	3990.0000000	1	1.7134831	-3990.0000000	10	10	4	6	137.7108434	1.4798264	-421.5789490	623.8636475	-1170.0000000	2280.0000000	38	44	53.0120482	83	-16020.0000000	27450.0000000	11430.0000000	9761
3	2	15	1.35	27	8	19	2	-145.9843075	2694.2194718	0.0349691	2.2690873	35.0352113	70.0704225	5680.0000000	1	1.2217270	-5680.0000000	5	5	9	5	41.0309278	1.1484234	-381.9148865	438.6000061	-1000.0000000	1630.0000000	47	50	51.5463918	97	-17950.0000000	21930.0000000	3980.0000000	9760
1	5	45	1.35	15	7	4	1	95.9826482	14003.1247671	0.1401875	8.3520194	226.3848397	452.7696793	3430.0000000	1	1.8656633	-3430.0000000	11	11	3	10	189.3902439	1.1567113	-578.7096558	669.4000244	-1590.0000000	2450.0000000	31	50	60.9756098	82	-17940.0000000	33470.0000000	15530.0000000	9756
2	8	40	1.20	9	9	9	0	-8.1443446	1929.7830046	0.0199749	1.5632182	23.8372093	95.3488372	2580.0000000	1	1.3440559	-2580.0000000	8	9	5	6	48.2352941	1.2902937	-297.9166565	384.3999939	-850.0000000	1210.0000000	24	25	49.0196078	51	-7150.0000000	9610.0000000	2460.0000000	9755
2	2	25	3.00	27	8	10	1	0.0000000	-2075.1476797	-0.0139302	-2.1897810	-0.8380282	-83.8028169	2840.0000000	1	0.0555556	-2840.0000000	9	8	4	1	-396.6666667	0.2777778	-504.0000000	140.0000000	-1130.0000000	140.0000000	5	1	16.6666667	6	-2520.0000000	140.0000000	-2380.0000000	9750
1	4	25	0.90	28	14	2	0	-142.9076187	786.3244246	0.0142173	0.1041705	10.2475570	46.5798046	3070.0000000	1	1.1774194	-3070.0000000	8	9	6	6	36.6666667	0.8563050	-503.7500000	431.3636475	-1660.0000000	1290.0000000	16	22	56.4102564	39	-8060.0000000	9490.0000000	1430.0000000	9736
1	2	60	1.80	27	8	17	2	-66.8757411	6086.6846628	0.0576121	9.6446465	136.3861386	717.8217822	1010.0000000	1	3.9958678	-1010.0000000	5	6	4	11	241.6666667	2.3133971	-220.0000000	508.9473572	-570.0000000	1630.0000000	11	19	63.3333333	30	-2420.0000000	9670.0000000	7250.0000000	9735
2	7	50	2.40	20	16	20	2	170.4477612	-162.7206036	-0.0251020	-3.5086264	-3.3710692	-56.1844864	4770.0000000	1	0.5649351	-4770.0000000	6	6	10	4	-127.6190476	1.4123377	-410.6666565	580.0000000	-1020.0000000	1080.0000000	15	6	28.5714286	21	-6160.0000000	3480.0000000	-2680.0000000	9733
1	2	20	1.35	3	1	20	0	-33.6514693	4662.0097162	0.0593268	4.0920202	76.9277652	145.1467269	4430.0000000	1	1.3793510	-4430.0000000	8	7	6	7	69.8913043	1.0149942	-434.6153870	441.1320801	-1540.0000000	1610.0000000	39	53	57.6086957	92	-16950.0000000	23380.0000000	6430.0000000	9729
1	4	15	1.20	33	6	14	2	-19.5942178	2904.7862353	0.0324533	2.5267411	27.1160221	225.9668508	1810.0000000	1	3.5723270	-1810.0000000	5	5	4	8	255.6250000	1.1907757	-397.5000000	473.3333435	-810.0000000	1510.0000000	4	12	75.0000000	16	-1590.0000000	5680.0000000	4090.0000000	9718
1	8	5	2.55	3	14	18	2	14.5709729	959.8094428	0.0102271	1.3837943	8.8709677	177.4193548	930.0000000	1	2.9411765	-930.0000000	4	5	2	3	206.2500000	1.7647058	-283.3333435	500.0000000	-450.0000000	710.0000000	3	5	62.5000000	8	-850.0000000	2500.0000000	1650.0000000	9717
3	4	40	1.95	36	19	19	0	7219.4231341	331.1467252	0.0045963	-1.1126443	4.8340336	6.1974790	9520.0000000	1	1.0132198	-9520.0000000	9	9	6	6	3.6875000	1.0391998	-557.8750000	579.7435913	-2450.0000000	2280.0000000	80	78	48.7500000	160	-44630.0000000	45220.0000000	590.0000000	9715
1	5	20	2.40	6	4	7	0	137.7557715	7584.0078189	0.0779900	4.8506102	107.6250000	215.2500000	4000.0000000	1	1.4404092	-4000.0000000	9	8	8	5	94.6153846	1.0947110	-514.4736938	563.2000122	-2100.0000000	1850.0000000	38	50	54.9450549	91	-19550.0000000	28160.0000000	8610.0000000	9713
3	5	30	1.95	22	3	14	3	-24.6931053	3288.7203835	0.0244983	1.5843952	22.5689655	205.1724138	1740.0000000	1	2.0469208	-1740.0000000	3	10	4	4	155.2173913	2.2330047	-284.1666565	634.5454712	-1470.0000000	2390.0000000	12	11	47.8260870	23	-3410.0000000	6980.0000000	3570.0000000	9710
3	5	30	2.55	15	4	18	1	1281.8147519	1196.2790797	0.0151711	-0.0953570	16.1369863	42.4657534	4380.0000000	1	1.0946083	-4380.0000000	11	10	6	5	24.1558442	1.1234138	-504.1025696	566.3157959	-2300.0000000	1990.0000000	39	38	49.3506494	77	-19660.0000000	21520.0000000	1860.0000000	9708
3	1	25	2.10	2	2	7	1	75.2938502	3845.2035942	0.0410017	1.5893574	35.8782288	170.8487085	2710.0000000	1	1.6788856	-2710.0000000	10	10	3	5	132.2857143	0.9593633	-568.3333130	545.2380981	-1230.0000000	2230.0000000	12	21	60.0000000	35	-6820.0000000	11450.0000000	4630.0000000	9706
2	7	55	2.40	27	2	14	2	1911.0391363	-123.4580158	-0.0044141	-1.8680442	-1.2862191	-9.1872792	2830.0000000	1	0.9672956	-2830.0000000	6	6	5	5	-8.1250000	1.2436658	-441.6666565	549.2857056	-1000.0000000	1930.0000000	18	14	43.7500000	32	-7950.0000000	7690.0000000	-260.0000000	9705
2	6	5	0.90	3	7	15	2	842.6522188	-171.3623132	-0.0071292	-1.8579244	-2.8399072	-15.7772622	4310.0000000	1	0.9384615	-4310.0000000	6	6	5	4	-17.4358974	1.0948717	-526.1904907	576.1110840	-1530.0000000	1930.0000000	21	18	46.1538462	39	-11050.0000000	10370.0000000	-680.0000000	9703
1	7	35	2.10	20	4	7	3	245.5913978	-119.7732066	0.0000000	-0.7299270	-0.2262774	-22.6277372	1370.0000000	1	0.4561404	-1370.0000000	12	2	1	1	-155.0000000	0.4561404	-570.0000000	260.0000000	-570.0000000	260.0000000	1	1	50.0000000	2	-570.0000000	260.0000000	-310.0000000	9699
1	5	40	0.75	3	15	12	1	200.8178956	3483.7709330	0.0422683	1.4907624	45.6730038	163.1178707	2630.0000000	1	1.4492147	-2630.0000000	10	10	3	7	99.7674419	0.7246073	-682.1428833	494.2857056	-1390.0000000	1570.0000000	14	28	65.1162791	43	-9550.0000000	13840.0000000	4290.0000000	9690
3	6	55	2.85	9	14	14	1	-78.0587833	-250.3410037	-0.0059482	-1.6220600	-1.6500000	-55.0000000	1400.0000000	1	0.6280193	-1400.0000000	9	9	4	2	-96.2500000	1.0466989	-414.0000000	433.3333435	-900.0000000	840.0000000	5	3	37.5000000	8	-2070.0000000	1300.0000000	-770.0000000	9687
1	4	5	0.90	31	2	9	0	-24.7768675	3598.2127213	0.0381104	1.6994229	32.2060086	201.2875536	2330.0000000	1	1.6179183	-2330.0000000	10	10	2	5	167.5000000	1.2134387	-632.5000000	767.5000000	-1680.0000000	1850.0000000	12	16	57.1428571	28	-7590.0000000	12280.0000000	4690.0000000	9686
1	3	50	0.90	3	6	3	2	-0.9906100	7344.0386767	0.0722875	6.4595404	159.8024691	332.9218107	2430.0000000	1	1.6518936	-2430.0000000	4	5	5	7	96.3095238	1.2045058	-354.5714417	427.0833435	-1280.0000000	1890.0000000	35	48	57.1428571	84	-12410.0000000	20500.0000000	8090.0000000	9685
3	5	20	1.95	17	5	19	0	768.3835424	3440.0639744	0.0422162	1.4704595	53.6988473	64.6974063	6940.0000000	1	1.1141332	-6940.0000000	9	9	5	6	28.0625000	1.0067468	-524.5333252	528.0722656	-2450.0000000	2390.0000000	75	83	51.8750000	160	-39340.0000000	43830.0000000	4490.0000000	9683
1	4	35	2.10	3	16	16	1	673.4015595	1049.7987767	0.0172800	0.2119088	14.1732283	56.6929134	3810.0000000	1	1.1585903	-3810.0000000	11	11	5	7	41.5384615	1.1585904	-544.7999878	631.2000122	-1310.0000000	1850.0000000	25	25	48.0769231	52	-13620.0000000	15780.0000000	2160.0000000	9679
2	1	45	2.10	11	1	19	2	2089.3734336	117.1847730	0.0018322	-0.4197080	1.2727273	42.4242424	660.0000000	1	1.5600000	-660.0000000	6	5	2	3	56.0000000	1.0400000	-250.0000000	260.0000000	-360.0000000	510.0000000	2	3	60.0000000	5	-500.0000000	780.0000000	280.0000000	9678
2	1	55	0.90	11	6	6	2	323.2934609	-459.4571968	0.0048402	-0.5011801	4.8000000	26.6666667	3300.0000000	1	1.1050119	-3300.0000000	7	7	5	3	21.4634146	1.3505702	-380.9090881	514.4444580	-1630.0000000	1390.0000000	22	18	43.9024390	41	-8380.0000000	9260.0000000	880.0000000	9675
1	6	45	1.95	8	16	17	2	-43.8267544	3773.8746140	0.0359939	3.4470123	37.3333333	207.4074074	2160.0000000	1	2.0641330	-2160.0000000	6	6	4	6	135.7575758	1.4907627	-323.8461609	482.7777710	-700.0000000	1520.0000000	13	18	54.5454545	33	-4210.0000000	8690.0000000	4480.0000000	9674
1	6	40	1.20	33	7	14	1	-44.2075486	5468.5005969	0.0588990	3.6834372	63.9666667	336.6666667	2100.0000000	1	2.3889980	-2100.0000000	10	10	3	8	235.6666667	1.2573674	-509.0000000	640.0000000	-1230.0000000	2110.0000000	10	19	63.3333333	30	-5090.0000000	12160.0000000	7070.0000000	9671
2	6	45	0.60	9	7	4	3	-1028.4678363	-219.3948847	-0.0012290	-1.1010348	-2.4365482	-15.2284264	1970.0000000	1	0.8863636	-1970.0000000	3	4	3	3	-10.7142857	0.6647727	-220.0000000	146.2500000	-420.0000000	340.0000000	12	16	57.1428571	28	-2640.0000000	2340.0000000	-300.0000000	9670
1	7	55	1.50	34	10	10	1	291.4771874	5824.3485455	0.0550597	3.4713581	54.0857143	200.3174603	3150.0000000	1	1.8849930	-3150.0000000	9	9	4	9	146.7441860	1.1170329	-445.6250000	497.7777710	-1400.0000000	2170.0000000	16	27	62.7906977	43	-7130.0000000	13440.0000000	6310.0000000	9663
2	2	20	2.40	15	4	14	1	-3.8455063	-3988.1814093	-0.0394083	-3.8859200	-3.6819788	-92.0494700	5660.0000000	1	0.2258544	-5660.0000000	10	10	4	1	-347.3333333	0.6210996	-611.8181763	380.0000000	-1660.0000000	870.0000000	11	4	26.6666667	15	-6730.0000000	1520.0000000	-5210.0000000	9660
2	6	45	0.90	3	6	17	1	730.5723906	658.1953378	0.0158611	-0.3727568	9.2660099	48.7684729	4060.0000000	1	1.2062500	-4060.0000000	11	10	4	4	53.5135135	1.1427632	-533.3333130	609.4736938	-1360.0000000	2510.0000000	18	19	51.3513514	37	-9600.0000000	11580.0000000	1980.0000000	9658
1	5	45	0.90	3	13	19	1	71.4538093	1259.3812713	0.0284964	0.2999307	17.7894737	68.4210526	4180.0000000	1	1.2411467	-4180.0000000	10	10	2	7	63.5555556	0.8115191	-697.6470337	566.1538696	-1390.0000000	2300.0000000	17	26	57.7777778	45	-11860.0000000	14720.0000000	2860.0000000	9651
1	4	5	2.70	9	16	17	2	-6442.0512821	-52.0806693	0.0003435	-0.9129639	-0.5940860	-3.4946237	3720.0000000	1	0.9846698	-3720.0000000	6	6	5	8	-4.0625000	0.8688264	-565.3333130	491.1764832	-1790.0000000	1240.0000000	15	17	53.1250000	32	-8480.0000000	8350.0000000	-130.0000000	9650
2	2	45	2.85	3	4	13	2	1.4570973	-2241.8659466	-0.0281980	-4.3357000	-3.8300836	-76.6016713	3590.0000000	1	0.5827011	-3590.0000000	6	6	6	2	-130.9523810	1.8646434	-411.8750000	768.0000000	-960.0000000	1910.0000000	16	5	23.8095238	21	-6590.0000000	3840.0000000	-2750.0000000	9647
1	7	5	2.10	19	17	9	0	220.6541210	4276.0998628	0.0476652	2.1804012	63.7804878	141.7344173	3690.0000000	1	1.3301768	-3690.0000000	7	6	6	7	65.3750000	1.0345819	-452.5714417	468.2222290	-1550.0000000	2560.0000000	35	45	56.2500000	80	-15840.0000000	21070.0000000	5230.0000000	9644
1	4	35	1.95	12	13	13	1	445.7003471	4426.5442651	0.0486069	2.3769053	36.0937500	103.1250000	5440.0000000	1	1.3818924	-5440.0000000	11	11	6	6	85.0000000	1.1844793	-489.6666565	580.0000000	-1380.0000000	2470.0000000	30	35	53.0303030	66	-14690.0000000	20300.0000000	5610.0000000	9643
2	6	10	0.90	15	7	12	1	6030.5614035	-2.9609952	-0.0043264	-1.7923716	-0.6271777	-6.9686411	2870.0000000	1	0.9558499	-2870.0000000	10	10	5	3	-8.6956522	1.4868776	-323.5714417	481.1111145	-780.0000000	1320.0000000	14	9	39.1304348	23	-4530.0000000	4330.0000000	-200.0000000	9641
1	7	45	1.35	9	3	17	2	-229.3324506	226.3270337	0.0151620	0.1469459	6.5261194	59.3283582	2680.0000000	1	1.4184211	-2680.0000000	6	6	2	4	93.5294118	0.7736842	-633.3333130	490.0000000	-1280.0000000	1350.0000000	6	11	64.7058824	17	-3800.0000000	5390.0000000	1590.0000000	9635
3	7	30	1.50	7	19	19	3	123.7461300	1442.2510971	0.0320918	1.0342451	64.5325779	96.3172805	3530.0000000	1	1.2106568	-3530.0000000	4	4	7	7	27.6422764	0.9757532	-298.8888855	291.6417847	-1740.0000000	2560.0000000	54	67	54.4715447	123	-16140.0000000	19540.0000000	3400.0000000	9634
1	2	45	1.35	28	7	8	2	-88.9946399	8492.4456328	0.0804973	6.2258215	129.0681115	274.6130031	3230.0000000	1	1.6875969	-3230.0000000	6	6	4	6	112.2784810	1.0771895	-430.0000000	463.1914978	-1630.0000000	1630.0000000	30	47	59.4936709	79	-12900.0000000	21770.0000000	8870.0000000	9633
2	3	20	0.75	18	2	7	3	29.3196406	336.1983071	0.0029850	0.8085345	10.2500000	205.0000000	200.0000000	1	4.1538462	-200.0000000	1	4	1	2	58.5714286	0.8307692	-130.0000000	108.0000000	-130.0000000	170.0000000	1	5	71.4285714	7	-130.0000000	540.0000000	410.0000000	9632
1	2	50	0.90	19	8	20	0	-119.4103538	5891.4119999	0.0542980	5.6576421	78.1200000	325.5000000	2000.0000000	1	2.2011070	-2000.0000000	8	9	4	7	162.7500000	1.4674047	-338.7500000	497.0833435	-990.0000000	1390.0000000	16	24	60.0000000	40	-5420.0000000	11930.0000000	6510.0000000	9619
1	3	25	2.70	18	13	5	3	-546.4114833	-7.4980714	-0.0076592	-1.4672744	-0.4558011	-9.1160221	3620.0000000	1	0.9470305	-3620.0000000	10	12	3	2	-25.3846154	1.5152488	-778.7500000	1180.0000000	-1380.0000000	2560.0000000	8	5	38.4615385	13	-6230.0000000	5900.0000000	-330.0000000	9617
1	2	10	2.40	15	4	2	1	142.7392516	4445.2605090	0.0364890	1.6948331	19.1506849	159.5890411	2920.0000000	1	1.9048544	-2920.0000000	10	10	3	8	233.0000000	1.2699029	-643.7500000	817.5000000	-1840.0000000	1820.0000000	8	12	60.0000000	20	-5150.0000000	9810.0000000	4660.0000000	9616
3	8	20	1.35	31	19	3	0	691.8098665	3038.0812391	0.0317951	1.1801164	37.6505190	60.7266436	5780.0000000	1	1.1311169	-5780.0000000	8	8	5	7	29.0082645	1.0581416	-461.5517273	488.3870850	-1940.0000000	2030.0000000	58	62	51.2396694	121	-26770.0000000	30280.0000000	3510.0000000	9615
3	4	60	2.40	11	7	1	1	-739.7570850	103.2643648	0.0066589	-0.4240378	5.0400000	24.0000000	3250.0000000	1	1.0749280	-3250.0000000	10	10	3	4	19.0243902	1.0237409	-520.5000000	532.8571167	-1810.0000000	1370.0000000	20	21	51.2195122	41	-10410.0000000	11190.0000000	780.0000000	9612
2	2	40	2.10	9	12	15	0	53.3308090	1194.0441452	0.0205840	-0.0097584	17.6343284	103.7313433	2680.0000000	1	1.4011544	-2680.0000000	8	10	6	4	79.4285714	1.4835752	-385.0000000	571.1764526	-820.0000000	2790.0000000	18	17	48.5714286	35	-6930.0000000	9710.0000000	2780.0000000	9611
2	3	40	2.40	7	8	4	2	-245.9479734	1027.4544051	0.0054833	-0.1211698	6.3349515	70.3883495	2060.0000000	1	1.2888446	-2060.0000000	5	5	5	2	58.0000000	2.2912794	-313.7500000	718.8889160	-860.0000000	1550.0000000	16	9	36.0000000	25	-5020.0000000	6470.0000000	1450.0000000	9608
2	5	20	2.70	17	13	20	0	103381.0526316	-6.3975493	-0.0009642	-0.8961564	0.0392857	0.1785714	5600.0000000	1	1.0008703	-5600.0000000	7	8	5	5	0.2173913	1.0918586	-478.7500000	522.7272949	-1470.0000000	1160.0000000	24	22	47.8260870	46	-11490.0000000	11500.0000000	10.0000000	9598
1	6	5	2.40	40	4	19	1	54.0272028	3348.4298208	0.0221115	2.0106171	39.5555556	791.1111111	450.0000000	1	9.0909091	-450.0000000	10	9	1	5	593.3333333	1.8181818	-440.0000000	800.0000000	-440.0000000	1540.0000000	1	5	83.3333333	6	-440.0000000	4000.0000000	3560.0000000	9590
2	1	45	2.10	4	16	16	2	109.0713270	4902.4624367	0.0425415	3.3200969	83.4067797	438.9830508	1180.0000000	1	2.1693002	-1180.0000000	7	6	2	3	161.8750000	1.3700844	-369.1666565	505.7894592	-960.0000000	1930.0000000	12	19	59.3750000	32	-4430.0000000	9610.0000000	5180.0000000	9588
2	4	55	1.95	22	13	11	2	58.2517969	-603.8774696	-0.0152282	-2.5565449	-3.5468750	-70.9375000	3200.0000000	1	0.4134367	-3200.0000000	5	6	4	2	-189.1666667	0.5788114	-552.8571167	320.0000000	-1700.0000000	1280.0000000	7	5	41.6666667	12	-3870.0000000	1600.0000000	-2270.0000000	9579
1	2	20	0.75	8	1	17	3	31.6939241	1260.2826345	0.0156735	0.7140592	27.8557377	58.0327869	3050.0000000	1	1.1586022	-3050.0000000	2	2	7	5	18.8297872	1.0861895	-248.0000000	269.3750000	-1540.0000000	1290.0000000	45	48	51.0638298	94	-11160.0000000	12930.0000000	1770.0000000	9574
2	6	50	2.40	14	11	2	1	127.6571961	-6.7165095	-0.0146535	-2.3600552	-1.9217687	-38.4353741	2940.0000000	1	0.8041594	-2940.0000000	10	9	4	4	-70.6250000	1.7691507	-524.5454712	928.0000000	-1050.0000000	2050.0000000	11	5	31.2500000	16	-5770.0000000	4640.0000000	-1130.0000000	9572
2	6	20	1.80	11	15	13	1	112.1964912	59.4580646	-0.0001735	-1.0386797	0.7954545	11.3636364	2200.0000000	1	1.0892857	-2200.0000000	10	10	6	2	14.7058824	1.5561225	-280.0000000	435.7142944	-640.0000000	1000.0000000	10	7	41.1764706	17	-2800.0000000	3050.0000000	250.0000000	9569
2	5	5	1.95	22	10	11	3	-5.6636290	1846.7946740	0.0188622	0.5586580	11.5983607	115.9836066	2440.0000000	1	1.8524096	-2440.0000000	7	7	4	5	134.7619048	2.0376506	-301.8181763	615.0000000	-1470.0000000	2390.0000000	11	10	47.6190476	21	-3320.0000000	6150.0000000	2830.0000000	9568
3	3	60	1.50	5	8	7	1	-72.7531118	9684.7548609	0.1024589	5.0216605	128.6741214	171.5654952	6260.0000000	1	1.3340591	-6260.0000000	10	10	4	10	84.5669291	0.9249476	-618.2692261	571.8666382	-2010.0000000	2300.0000000	52	75	59.0551181	127	-32150.0000000	42890.0000000	10740.0000000	9567
2	5	5	1.95	27	7	15	0	1254.8291782	485.2939093	0.0076482	-1.2110305	6.9090909	21.5909091	5280.0000000	1	1.0812545	-5280.0000000	7	7	5	6	16.2857143	1.2502005	-379.1891785	474.0625000	-880.0000000	2380.0000000	37	32	45.7142857	70	-14030.0000000	15170.0000000	1140.0000000	9558
3	6	15	0.75	15	4	6	1	389.4845980	5551.3930028	0.0569145	3.0233296	72.6869565	111.8260870	5750.0000000	1	1.2129139	-5750.0000000	10	10	5	9	49.4615385	1.1755935	-479.3650818	563.5384521	-1570.0000000	2490.0000000	63	65	50.0000000	130	-30200.0000000	36630.0000000	6430.0000000	9555
1	6	10	2.55	17	10	10	1	115.2703677	3383.4715073	0.0263339	1.6010845	26.0714286	325.8928571	1120.0000000	1	2.9518717	-1120.0000000	10	10	2	6	304.1666667	1.4759358	-467.5000000	690.0000000	-680.0000000	1770.0000000	4	8	66.6666667	12	-1870.0000000	5520.0000000	3650.0000000	9553
1	2	35	2.55	17	7	10	1	-0.8598750	4457.4998057	0.0428517	0.9464145	16.5354839	150.3225806	3100.0000000	1	2.8346457	-3100.0000000	10	9	1	11	358.4615385	0.5153901	-1270.0000000	654.5454712	-2150.0000000	1620.0000000	2	11	84.6153846	13	-2540.0000000	7200.0000000	4660.0000000	9551
1	6	10	0.75	4	13	13	1	47.7657720	8155.8661199	0.0779424	4.9323403	82.0652174	328.2608696	2760.0000000	1	2.4707792	-2760.0000000	10	10	5	6	238.4210526	1.1859740	-513.3333130	608.7999878	-1840.0000000	2310.0000000	12	25	65.7894737	38	-6160.0000000	15220.0000000	9060.0000000	9550
1	3	15	1.35	7	13	14	2	-20.6813809	4176.1065541	0.0437169	2.4617910	110.9473684	163.1578947	2850.0000000	1	1.2012987	-2850.0000000	6	6	4	7	36.9047619	0.9893048	-412.5000000	408.0882263	-1680.0000000	1890.0000000	56	68	53.9682540	126	-23100.0000000	27750.0000000	4650.0000000	9549
1	7	55	0.75	37	7	8	1	127.3031292	5589.3343729	0.0585701	2.7638729	64.1978417	237.7697842	2780.0000000	1	1.7328160	-2780.0000000	10	10	3	5	153.7209302	1.0268540	-563.7500000	578.8889160	-1230.0000000	2440.0000000	16	27	62.7906977	43	-9020.0000000	15630.0000000	6610.0000000	9548
1	2	25	1.20	17	1	7	0	154.9380117	6909.7500740	0.0740741	6.3503651	111.9469027	243.3628319	3390.0000000	1	1.7753759	-3390.0000000	6	7	4	6	108.5526316	1.1578539	-354.6666565	410.6521606	-1230.0000000	2160.0000000	30	46	60.5263158	76	-10640.0000000	18890.0000000	8250.0000000	9546
2	6	40	2.10	8	1	4	2	566.3251462	494.7325493	0.0014344	-1.3121580	3.2786885	40.9836066	1830.0000000	1	1.1674107	-1830.0000000	7	6	5	4	35.7142857	1.8970424	-344.6153870	653.7500000	-800.0000000	1930.0000000	13	8	38.0952381	21	-4480.0000000	5230.0000000	750.0000000	9542
1	1	45	0.90	28	14	5	0	158.1404550	12588.0206354	0.1233977	8.1377715	167.8232932	270.6827309	4980.0000000	1	1.6437440	-4980.0000000	9	9	4	9	127.1698113	1.1135040	-498.5714417	555.1613159	-2090.0000000	2470.0000000	42	62	58.4905660	106	-20940.0000000	34420.0000000	13480.0000000	9541
